	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YKR022C	3.0	1.0	23.0	21.0	31.0	3.0	18.0	10.0	4.0
YBL106C	21.0	25.0	31.0	15.0	53.0	33.0	16.0	7.0	15.0
YOR312C	5.0	3.0	7.0	3.0	4.0	5.0	1.0	1.0	1.0
YHR108W	13.0	10.0	22.0	9.0	34.0	19.0	13.0	7.0	6.0
YBR029C	6.0	3.0	7.0	2.0	6.0	6.0	2.0	4.0	4.0
YBR030W	10.0	6.0	21.0	NaN	30.0	10.0	4.0	3.0	11.0
YBR026C	5.0	6.0	28.0	NaN	6.0	12.0	1.0	5.0	3.0
YBR028C	9.0	7.0	22.0	2.0	13.0	11.0	3.0	5.0	6.0
YBR034C	23.0	21.0	48.0	13.0	43.0	36.0	24.0	20.0	14.0
YBR035C	6.0	9.0	31.0	2.0	20.0	24.0	1.0	4.0	7.0
YBR031W	4.0	3.0	8.0	NaN	6.0	6.0	2.0	3.0	2.0
YBR033W	32.0	26.0	64.0	15.0	67.0	40.0	29.0	13.0	27.0
YPR082C	4.0	4.0	8.0	3.0	6.0	2.0	2.0	4.0	7.0
YBR036C	16.0	9.0	21.0	4.0	31.0	12.0	5.0	7.0	9.0
YBR037C	7.0	4.0	15.0	1.0	12.0	7.0	2.0	2.0	2.0
YDR033W	17.0	9.0	25.0	9.0	29.0	22.0	12.0	7.0	4.0
YOL155C	30.0	16.0	44.0	4.0	32.0	30.0	17.0	15.0	10.0
YGR136W	18.0	9.0	17.0	8.0	18.0	11.0	8.0	3.0	12.0
YOL156W	10.0	6.0	15.0	3.0	20.0	13.0	12.0	4.0	6.0
YOL157C	5.0	9.0	21.0	7.0	27.0	21.0	11.0	9.0	4.0
YOL151W	5.0	3.0	7.0	2.0	12.0	10.0	3.0	1.0	3.0
YOL152W	45.0	32.0	75.0	14.0	81.0	48.0	29.0	16.0	29.0
YGL202W	19.0	14.0	34.0	5.0	43.0	25.0	7.0	8.0	13.0
YDL160C-A	1.0	3.0	12.0	1.0	9.0	9.0	1.0	NaN	NaN
YOL148C	5.0	2.0	12.0	3.0	11.0	12.0	1.0	2.0	NaN
YDL234C	14.0	12.0	30.0	8.0	40.0	19.0	12.0	7.0	14.0
YGL198W	7.0	4.0	16.0	3.0	18.0	11.0	5.0	5.0	2.0
YMR237W	17.0	22.0	30.0	20.0	46.0	26.0	14.0	12.0	15.0
YGL200C	14.0	3.0	19.0	1.0	27.0	18.0	4.0	3.0	8.0
YPL135W	10.0	12.0	30.0	4.0	39.0	17.0	17.0	1.0	6.0
YGL205W	24.0	25.0	51.0	18.0	68.0	31.0	19.0	13.0	24.0
YGR143W	29.0	27.0	51.0	16.0	55.0	39.0	16.0	18.0	20.0
YKR028W	33.0	29.0	78.0	51.0	131.0	61.0	24.0	25.0	56.0
YMR195W	10.0	3.0	24.0	6.0	24.0	11.0	6.0	2.0	1.0
YGL203C	24.0	26.0	39.0	16.0	51.0	31.0	13.0	15.0	24.0
YKR027W	21.0	26.0	58.0	43.0	98.0	41.0	34.0	23.0	49.0
YMR044W	17.0	8.0	45.0	10.0	44.0	34.0	10.0	12.0	14.0
YGL204C	2.0	NaN	6.0	NaN	2.0	NaN	2.0	NaN	1.0
YMR238W	12.0	11.0	31.0	9.0	32.0	24.0	16.0	8.0	10.0
YKR026C	11.0	9.0	23.0	27.0	40.0	11.0	18.0	11.0	19.0
YDR079C-A	1.0	NaN	1.0	1.0	3.0	1.0	1.0	NaN	NaN
YMR222C	3.0	5.0	8.0	NaN	10.0	2.0	6.0	1.0	4.0
YKL201C	54.0	26.0	126.0	22.0	86.0	43.0	40.0	15.0	34.0
YKL198C	196.0	171.0	503.0	88.0	334.0	312.0	150.0	137.0	109.0
YKL197C	41.0	39.0	118.0	29.0	67.0	45.0	37.0	12.0	20.0
YKL196C	3.0	5.0	35.0	1.0	5.0	5.0	1.0	2.0	3.0
YKL195W	2.0	1.0	25.0	NaN	6.0	1.0	1.0	1.0	1.0
YKL194C	11.0	13.0	53.0	13.0	19.0	22.0	1.0	6.0	5.0
YKL193C	3.0	7.0	37.0	5.0	10.0	6.0	3.0	4.0	6.0
YJL081C	2.0	4.0	6.0	2.0	2.0	NaN	NaN	1.0	2.0
YKL191W	9.0	12.0	67.0	4.0	12.0	20.0	5.0	8.0	6.0
YKR024C	12.0	8.0	50.0	36.0	81.0	12.0	23.0	18.0	32.0
YPL125W	16.0	16.0	24.0	17.0	36.0	21.0	4.0	11.0	17.0
YDL174C	30.0	19.0	91.0	8.0	84.0	49.0	11.0	18.0	11.0
YIL050W	12.0	10.0	9.0	5.0	17.0	8.0	1.0	2.0	4.0
YKR023W	16.0	11.0	31.0	19.0	65.0	18.0	24.0	12.0	9.0
YBL079W	20.0	24.0	31.0	13.0	35.0	29.0	9.0	10.0	17.0
YBL081W	7.0	9.0	11.0	1.0	27.0	5.0	7.0	3.0	4.0
YBL080C	12.0	12.0	32.0	9.0	18.0	24.0	3.0	10.0	4.0
YBL084C	7.0	7.0	10.0	5.0	11.0	9.0	5.0	2.0	1.0
YBL082C	25.0	13.0	34.0	14.0	42.0	17.0	7.0	6.0	8.0
YBL085W	16.0	10.0	21.0	6.0	38.0	14.0	12.0	11.0	9.0
YIL056W	42.0	26.0	52.0	25.0	55.0	33.0	30.0	19.0	27.0
YKR021W	27.0	23.0	66.0	51.0	106.0	40.0	38.0	32.0	25.0
YPR176C	5.0	4.0	2.0	2.0	4.0	5.0	2.0	2.0	2.0
YBL076C	5.0	6.0	12.0	4.0	10.0	8.0	3.0	4.0	3.0
YBL075C	17.0	19.0	34.0	9.0	41.0	32.0	10.0	8.0	11.0
YPL231W	12.0	15.0	18.0	8.0	20.0	19.0	4.0	8.0	9.0
YDL003W	7.0	4.0	7.0	4.0	11.0	9.0	NaN	8.0	2.0
YBR175W	9.0	6.0	22.0	1.0	13.0	19.0	3.0	10.0	3.0
YPR161C	6.0	9.0	12.0	6.0	25.0	14.0	6.0	6.0	8.0
YDL178W	13.0	20.0	30.0	17.0	40.0	31.0	22.0	5.0	13.0
YPR167C	5.0	8.0	17.0	6.0	20.0	8.0	6.0	3.0	3.0
YDR101C	4.0	4.0	21.0	4.0	12.0	19.0	3.0	4.0	4.0
YPL060W	20.0	19.0	32.0	15.0	38.0	22.0	9.0	11.0	2.0
YPL174C	6.0	5.0	6.0	3.0	8.0	3.0	1.0	4.0	3.0
YOL010W	5.0	5.0	6.0	4.0	7.0	3.0	2.0	3.0	1.0
YDL161W	11.0	4.0	13.0	7.0	22.0	12.0	2.0	3.0	9.0
YOL011W	32.0	22.0	48.0	17.0	67.0	47.0	19.0	17.0	24.0
YLR360W	9.0	5.0	13.0	3.0	20.0	12.0	2.0	9.0	12.0
YOL008W	2.0	3.0	5.0	NaN	4.0	5.0	1.0	3.0	NaN
YPL230W	4.0	2.0	42.0	5.0	105.0	27.0	15.0	11.0	10.0
YOL009C	13.0	12.0	19.0	9.0	17.0	9.0	3.0	8.0	13.0
YLR096W	10.0	6.0	29.0	7.0	40.0	19.0	15.0	8.0	7.0
YPR168W	13.0	8.0	15.0	7.0	14.0	11.0	6.0	3.0	7.0
YOL013W-A	11.0	8.0	16.0	4.0	14.0	17.0	5.0	6.0	8.0
YOR316C	26.0	23.0	40.0	13.0	51.0	31.0	7.0	12.0	15.0
YPL175W	11.0	11.0	16.0	10.0	16.0	15.0	2.0	7.0	4.0
YOL014W	3.0	1.0	3.0	1.0	7.0	4.0	2.0	1.0	3.0
YKL117W	5.0	4.0	26.0	3.0	12.0	10.0	3.0	5.0	6.0
YKL116C	6.0	5.0	35.0	7.0	19.0	10.0	8.0	3.0	1.0
YKL114C	20.0	7.0	40.0	5.0	30.0	17.0	8.0	6.0	7.0
YKL124W	14.0	16.0	37.0	10.0	28.0	23.0	9.0	5.0	7.0
YKL122C	4.0	1.0	17.0	2.0	5.0	4.0	4.0	1.0	NaN
YKL121W	19.0	16.0	43.0	13.0	46.0	23.0	14.0	7.0	20.0
YKL120W	9.0	3.0	18.0	2.0	17.0	11.0	5.0	7.0	6.0
YDL159W	17.0	12.0	35.0	11.0	30.0	36.0	7.0	15.0	10.0
YOL013C	17.0	4.0	33.0	12.0	35.0	20.0	12.0	7.0	13.0
YKL113C	8.0	4.0	35.0	2.0	9.0	6.0	5.0	2.0	1.0
YKL112W	12.0	8.0	91.0	9.0	18.0	13.0	6.0	7.0	8.0
YPR070W	3.0	2.0	18.0	1.0	25.0	11.0	1.0	5.0	5.0
YPR071W	8.0	3.0	9.0	4.0	14.0	10.0	7.0	3.0	5.0
YPL063W	9.0	8.0	15.0	7.0	13.0	11.0	4.0	2.0	8.0
YPL172C	3.0	NaN	11.0	NaN	8.0	11.0	1.0	1.0	1.0
YOL115W	23.0	19.0	18.0	11.0	31.0	19.0	5.0	9.0	5.0
YPR134W	2.0	1.0	11.0	1.0	15.0	9.0	NaN	4.0	1.0
YPL022W	10.0	8.0	21.0	5.0	31.0	25.0	8.0	5.0	4.0
YHR129C	4.0	4.0	15.0	2.0	9.0	9.0	1.0	3.0	8.0
YLR375W	31.0	18.0	19.0	4.0	24.0	17.0	16.0	6.0	12.0
YLR371W	23.0	12.0	17.0	7.0	22.0	32.0	4.0	9.0	6.0
YLR372W	2.0	3.0	29.0	4.0	2.0	15.0	3.0	5.0	2.0
YKR084C	8.0	11.0	45.0	20.0	73.0	16.0	23.0	4.0	16.0
YKR085C	5.0	8.0	42.0	10.0	47.0	20.0	20.0	4.0	14.0
YLR376C	18.0	4.0	22.0	4.0	27.0	8.0	2.0	7.0	8.0
YLR377C	21.0	25.0	52.0	9.0	62.0	32.0	9.0	11.0	19.0
YKR080W	7.0	8.0	54.0	14.0	56.0	14.0	26.0	9.0	19.0
YPR139C	2.0	3.0	3.0	NaN	5.0	3.0	1.0	3.0	1.0
YKR082W	21.0	16.0	80.0	38.0	139.0	30.0	58.0	11.0	34.0
YKR083C	2.0	4.0	10.0	8.0	16.0	6.0	5.0	1.0	5.0
YKR076W	26.0	23.0	65.0	30.0	86.0	23.0	44.0	6.0	22.0
YKR077W	17.0	14.0	30.0	11.0	29.0	11.0	22.0	2.0	11.0
YKR078W	12.0	19.0	43.0	21.0	76.0	24.0	39.0	14.0	21.0
YKR079C	10.0	13.0	60.0	37.0	104.0	19.0	45.0	6.0	39.0
YIL017C	33.0	33.0	47.0	20.0	45.0	53.0	19.0	13.0	25.0
YIL018W	1.0	1.0	2.0	NaN	NaN	NaN	NaN	2.0	NaN
YIL019W	7.0	11.0	11.0	8.0	17.0	7.0	3.0	5.0	3.0
YIL020C	6.0	7.0	10.0	2.0	13.0	9.0	5.0	2.0	1.0
YIL021W	15.0	10.0	10.0	9.0	15.0	12.0	4.0	8.0	10.0
YIL022W	7.0	6.0	6.0	5.0	11.0	5.0	1.0	2.0	6.0
YIL023C	17.0	14.0	26.0	11.0	40.0	22.0	11.0	10.0	6.0
YIL024C	7.0	3.0	8.0	4.0	12.0	6.0	5.0	5.0	3.0
YMR296C	7.0	4.0	6.0	3.0	4.0	2.0	3.0	NaN	2.0
YIL015W	20.0	25.0	37.0	9.0	37.0	26.0	18.0	18.0	11.0
YIL016W	5.0	6.0	6.0	2.0	6.0	4.0	7.0	NaN	2.0
YGL056C	25.0	17.0	34.0	13.0	49.0	17.0	15.0	4.0	14.0
YGL057C	5.0	4.0	19.0	3.0	24.0	14.0	1.0	3.0	3.0
YGL058W	2.0	7.0	5.0	2.0	8.0	8.0	2.0	2.0	4.0
YGL059W	13.0	16.0	26.0	8.0	30.0	22.0	3.0	10.0	6.0
YGL060W	8.0	8.0	22.0	3.0	29.0	17.0	10.0	10.0	1.0
YGL061C	7.0	6.0	9.0	7.0	10.0	8.0	4.0	2.0	5.0
YGL062W	56.0	30.0	137.0	13.0	93.0	84.0	32.0	20.0	35.0
YGL063W	92.0	77.0	205.0	44.0	181.0	159.0	85.0	76.0	61.0
YHR138C	11.0	4.0	13.0	5.0	17.0	9.0	12.0	NaN	6.0
YHR137W	10.0	10.0	11.0	4.0	14.0	18.0	10.0	2.0	2.0
YJL049W	2.0	1.0	8.0	1.0	12.0	3.0	3.0	1.0	1.0
YJL048C	14.0	15.0	33.0	15.0	24.0	16.0	10.0	6.0	8.0
YJL047C-A	3.0	2.0	8.0	NaN	8.0	7.0	2.0	NaN	3.0
YJL047C	12.0	7.0	21.0	9.0	21.0	17.0	4.0	9.0	6.0
YGL054C	6.0	2.0	17.0	1.0	6.0	16.0	2.0	8.0	4.0
YGL055W	7.0	4.0	11.0	1.0	12.0	6.0	3.0	5.0	2.0
YLR207W	37.0	21.0	42.0	19.0	57.0	31.0	20.0	13.0	21.0
YLR208W	1.0	NaN	1.0	NaN	2.0	1.0	1.0	NaN	1.0
YPL217C	17.0	12.0	13.0	6.0	21.0	14.0	3.0	10.0	11.0
YLR361C	20.0	17.0	44.0	11.0	63.0	27.0	11.0	10.0	23.0
YPL170W	12.0	8.0	28.0	2.0	37.0	20.0	14.0	4.0	7.0
YOL016C	14.0	12.0	20.0	6.0	35.0	26.0	8.0	7.0	8.0
YLR262C	3.0	1.0	9.0	2.0	4.0	6.0	NaN	3.0	NaN
YLR259C	10.0	8.0	14.0	3.0	10.0	11.0	2.0	3.0	6.0
YLR199C	5.0	1.0	8.0	1.0	14.0	13.0	7.0	1.0	3.0
YLR257W	14.0	9.0	41.0	15.0	45.0	23.0	11.0	5.0	22.0
YLR201C	4.0	4.0	16.0	1.0	16.0	8.0	1.0	2.0	3.0
YLR203C	10.0	13.0	22.0	2.0	19.0	14.0	NaN	4.0	3.0
YLR205C	11.0	10.0	50.0	5.0	56.0	40.0	10.0	9.0	8.0
YLR206W	8.0	2.0	21.0	3.0	29.0	15.0	3.0	8.0	8.0
YGR063C	1.0	NaN	4.0	NaN	1.0	NaN	NaN	1.0	NaN
YNL031C	3.0	5.0	12.0	3.0	13.0	12.0	8.0	3.0	1.0
YDR075W	9.0	8.0	12.0	5.0	23.0	3.0	10.0	1.0	6.0
YNL215W	3.0	2.0	7.0	2.0	6.0	2.0	1.0	2.0	NaN
YCL028W	13.0	8.0	18.0	4.0	15.0	6.0	9.0	5.0	12.0
YGL141W	24.0	32.0	38.0	22.0	55.0	25.0	9.0	19.0	20.0
YGL140C	23.0	10.0	29.0	4.0	46.0	12.0	14.0	5.0	16.0
YGL139W	29.0	17.0	40.0	20.0	45.0	25.0	19.0	20.0	8.0
YGL138C	8.0	2.0	9.0	7.0	9.0	4.0	3.0	1.0	6.0
YGL137W	12.0	8.0	13.0	11.0	23.0	14.0	7.0	7.0	8.0
YGL136C	16.0	5.0	30.0	5.0	30.0	20.0	1.0	4.0	7.0
YGL135W	5.0	3.0	4.0	1.0	1.0	2.0	NaN	2.0	1.0
YGL134W	12.0	14.0	44.0	8.0	43.0	30.0	15.0	13.0	11.0
YGL133W	18.0	26.0	58.0	14.0	116.0	46.0	28.0	14.0	35.0
YGL131C	27.0	18.0	36.0	11.0	45.0	26.0	12.0	3.0	20.0
YBR247C	3.0	3.0	3.0	2.0	4.0	2.0	NaN	2.0	2.0
YBR246W	15.0	13.0	25.0	16.0	27.0	16.0	3.0	11.0	13.0
YBR241C	39.0	32.0	63.0	19.0	70.0	42.0	22.0	17.0	20.0
YBR240C	14.0	9.0	35.0	7.0	32.0	22.0	8.0	5.0	4.0
YBR243C	1.0	3.0	2.0	NaN	NaN	NaN	1.0	NaN	NaN
YBR242W	14.0	11.0	17.0	7.0	29.0	13.0	10.0	5.0	10.0
YGR245C	14.0	17.0	15.0	6.0	18.0	15.0	7.0	6.0	11.0
YGR244C	54.0	37.0	124.0	36.0	99.0	75.0	34.0	21.0	33.0
YOR377W	25.0	16.0	39.0	15.0	49.0	22.0	7.0	10.0	11.0
YDR044W	3.0	4.0	4.0	1.0	7.0	4.0	NaN	NaN	NaN
YJL192C	11.0	12.0	15.0	7.0	22.0	17.0	13.0	5.0	10.0
YGR239C	21.0	25.0	60.0	19.0	50.0	42.0	32.0	13.0	20.0
YGR238C	33.0	23.0	52.0	25.0	60.0	38.0	25.0	11.0	24.0
YGR237C	21.0	19.0	37.0	6.0	51.0	29.0	11.0	8.0	18.0
YGR236C	8.0	6.0	12.0	3.0	14.0	12.0	1.0	3.0	7.0
YGR243W	7.0	4.0	3.0	1.0	6.0	4.0	4.0	1.0	2.0
YGR241C	26.0	15.0	60.0	12.0	68.0	36.0	21.0	16.0	14.0
YGR240C-A	18.0	17.0	30.0	14.0	38.0	25.0	18.0	8.0	16.0
YGR240C	5.0	5.0	4.0	1.0	31.0	1.0	4.0	1.0	5.0
YOR315W	12.0	9.0	21.0	4.0	23.0	16.0	6.0	7.0	10.0
YPL168W	11.0	4.0	20.0	7.0	27.0	10.0	13.0	2.0	10.0
YJR121W	8.0	5.0	6.0	2.0	15.0	8.0	2.0	NaN	1.0
YJR122W	7.0	8.0	7.0	10.0	12.0	7.0	5.0	6.0	5.0
YDL232W	1.0	NaN	1.0	NaN	NaN	1.0	NaN	NaN	NaN
YJR117W	27.0	27.0	46.0	11.0	57.0	35.0	13.0	8.0	12.0
YJR118C	3.0	4.0	7.0	4.0	4.0	4.0	1.0	3.0	1.0
YJR119C	38.0	27.0	64.0	28.0	81.0	46.0	32.0	20.0	27.0
YJR120W	10.0	5.0	12.0	6.0	22.0	12.0	10.0	3.0	10.0
YJR112W-A	7.0	8.0	19.0	6.0	15.0	15.0	9.0	3.0	4.0
YJR113C	3.0	7.0	31.0	5.0	11.0	31.0	NaN	10.0	2.0
YJR115W	40.0	22.0	90.0	11.0	78.0	58.0	30.0	13.0	19.0
YJR116W	14.0	16.0	35.0	13.0	44.0	32.0	14.0	8.0	18.0
YPL081W	9.0	7.0	20.0	3.0	23.0	12.0	11.0	4.0	6.0
YPL082C	22.0	20.0	20.0	20.0	42.0	27.0	6.0	12.0	11.0
YPL079W	4.0	3.0	8.0	2.0	6.0	7.0	5.0	1.0	2.0
YPL085W	17.0	8.0	17.0	8.0	20.0	14.0	1.0	9.0	4.0
YCL035C	5.0	5.0	10.0	3.0	7.0	9.0	6.0	2.0	8.0
YPL083C	9.0	6.0	11.0	5.0	6.0	5.0	5.0	3.0	5.0
YPL084W	7.0	5.0	17.0	6.0	19.0	13.0	3.0	7.0	5.0
YPL076W	7.0	2.0	8.0	2.0	3.0	6.0	1.0	4.0	1.0
YAL018C	7.0	4.0	8.0	4.0	12.0	8.0	2.0	2.0	4.0
YPL169C	5.0	2.0	3.0	3.0	6.0	3.0	NaN	1.0	5.0
YDL067C	1.0	NaN	3.0	NaN	3.0	2.0	1.0	1.0	1.0
YNL241C	40.0	33.0	97.0	14.0	85.0	53.0	22.0	17.0	21.0
YNL242W	37.0	52.0	77.0	35.0	92.0	50.0	35.0	19.0	25.0
YDR036C	9.0	5.0	15.0	4.0	20.0	18.0	6.0	4.0	9.0
YJL044C	22.0	13.0	29.0	4.0	32.0	16.0	11.0	3.0	8.0
YNL243W	16.0	16.0	34.0	12.0	51.0	27.0	13.0	8.0	11.0
YNL195C	19.0	20.0	38.0	6.0	44.0	21.0	16.0	8.0	15.0
YLR356W	5.0	1.0	6.0	2.0	7.0	10.0	4.0	NaN	2.0
YCL036W	28.0	16.0	40.0	15.0	54.0	35.0	22.0	8.0	19.0
YNL293W	27.0	29.0	33.0	15.0	66.0	25.0	16.0	18.0	23.0
YNL220W	1.0	5.0	2.0	1.0	4.0	3.0	1.0	1.0	4.0
YGR103W	4.0	1.0	11.0	3.0	9.0	5.0	2.0	7.0	4.0
YCL026C-A	9.0	7.0	16.0	4.0	18.0	10.0	9.0	5.0	12.0
YGR101W	4.0	3.0	7.0	1.0	7.0	9.0	NaN	2.0	NaN
YGR100W	27.0	21.0	34.0	17.0	50.0	26.0	12.0	14.0	16.0
YGR099W	10.0	13.0	17.0	8.0	15.0	13.0	2.0	9.0	9.0
YGR098C	4.0	8.0	6.0	4.0	4.0	3.0	1.0	2.0	3.0
YGR097W	40.0	22.0	68.0	22.0	76.0	44.0	24.0	15.0	27.0
YGR096W	43.0	32.0	86.0	15.0	67.0	66.0	32.0	36.0	26.0
YGR095C	3.0	4.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0
YGR094W	13.0	13.0	23.0	12.0	26.0	14.0	3.0	12.0	6.0
YGL190C	13.0	13.0	15.0	9.0	20.0	15.0	2.0	2.0	5.0
YIL039W	17.0	14.0	34.0	16.0	55.0	15.0	11.0	8.0	11.0
YGL192W	17.0	18.0	33.0	6.0	47.0	26.0	9.0	5.0	10.0
YGL191W	11.0	3.0	11.0	1.0	16.0	10.0	4.0	NaN	7.0
YGL194C	4.0	7.0	6.0	8.0	38.0	11.0	5.0	7.0	9.0
YGL193C	9.0	10.0	18.0	2.0	17.0	9.0	9.0	4.0	6.0
YGL195W	63.0	45.0	87.0	43.0	127.0	71.0	32.0	21.0	39.0
YGL194C-A	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	NaN
YIL046W	15.0	7.0	14.0	12.0	13.0	11.0	6.0	6.0	13.0
YIL046W-A	34.0	25.0	57.0	18.0	67.0	40.0	27.0	16.0	17.0
YIL044C	14.0	11.0	8.0	9.0	13.0	5.0	3.0	1.0	10.0
YIL045W	17.0	19.0	28.0	13.0	31.0	16.0	11.0	8.0	24.0
YIL042C	14.0	12.0	28.0	10.0	23.0	15.0	9.0	6.0	16.0
YIL043C	21.0	21.0	28.0	18.0	32.0	26.0	11.0	8.0	12.0
YGL188C-A	1.0	NaN	1.0	NaN	3.0	1.0	NaN	NaN	1.0
YGL187C	5.0	3.0	15.0	3.0	13.0	9.0	1.0	3.0	2.0
YDR534C	10.0	5.0	13.0	2.0	20.0	6.0	5.0	6.0	2.0
YDR536W	14.0	16.0	39.0	14.0	48.0	35.0	17.0	9.0	12.0
YDR532C	3.0	3.0	4.0	1.0	3.0	1.0	1.0	1.0	NaN
YDR533C	17.0	13.0	24.0	9.0	24.0	10.0	9.0	8.0	18.0
YDR540C	7.0	2.0	6.0	2.0	4.0	4.0	2.0	NaN	2.0
YDR541C	18.0	12.0	31.0	14.0	34.0	24.0	11.0	8.0	16.0
YDR538W	1.0	2.0	11.0	5.0	15.0	6.0	2.0	2.0	5.0
YDR539W	17.0	14.0	31.0	9.0	38.0	21.0	9.0	11.0	17.0
YPR055W	12.0	10.0	14.0	5.0	17.0	12.0	6.0	6.0	6.0
YPR054W	19.0	14.0	45.0	8.0	40.0	29.0	13.0	7.0	14.0
YDR542W	2.0	2.0	4.0	NaN	4.0	6.0	4.0	NaN	2.0
YCL027W	21.0	20.0	18.0	15.0	33.0	23.0	8.0	6.0	13.0
YML046W	5.0	4.0	6.0	1.0	3.0	2.0	1.0	1.0	4.0
YML045W	1.0	2.0	NaN	NaN	1.0	NaN	NaN	NaN	NaN
YOR260W	11.0	8.0	17.0	8.0	21.0	15.0	2.0	4.0	8.0
YPR061C	10.0	14.0	15.0	7.0	21.0	12.0	6.0	4.0	6.0
YDL215C	62.0	42.0	90.0	29.0	111.0	71.0	43.0	17.0	39.0
YCR067C	26.0	22.0	38.0	18.0	47.0	24.0	22.0	9.0	12.0
YNL236W	23.0	15.0	21.0	11.0	34.0	12.0	8.0	11.0	9.0
YCR066W	8.0	12.0	12.0	6.0	18.0	5.0	6.0	4.0	4.0
YPR174C	5.0	5.0	13.0	3.0	11.0	9.0	1.0	3.0	2.0
YNL237W	12.0	14.0	25.0	12.0	32.0	21.0	12.0	11.0	14.0
YCR069W	15.0	15.0	17.0	15.0	26.0	23.0	14.0	6.0	11.0
YCL034W	27.0	29.0	27.0	22.0	40.0	31.0	11.0	12.0	12.0
YNL234W	15.0	16.0	40.0	11.0	36.0	33.0	14.0	13.0	13.0
YMR053C	20.0	22.0	39.0	14.0	54.0	37.0	9.0	13.0	17.0
YNL232W	3.0	2.0	5.0	5.0	6.0	7.0	2.0	2.0	2.0
YNL231C	36.0	26.0	62.0	20.0	78.0	36.0	30.0	13.0	31.0
YNL230C	30.0	32.0	56.0	26.0	60.0	46.0	26.0	24.0	29.0
YNL229C	2.0	NaN	5.0	NaN	4.0	1.0	2.0	1.0	1.0
YNL227C	20.0	10.0	29.0	12.0	31.0	23.0	14.0	6.0	8.0
YMR052W	5.0	4.0	10.0	3.0	17.0	10.0	4.0	4.0	2.0
YDR208W	13.0	13.0	27.0	13.0	31.0	28.0	7.0	12.0	9.0
YDR210W	3.0	1.0	3.0	1.0	3.0	1.0	4.0	2.0	3.0
YDR206W	11.0	10.0	23.0	3.0	26.0	15.0	5.0	2.0	7.0
YDR207C	12.0	12.0	9.0	5.0	16.0	12.0	1.0	7.0	5.0
YDR204W	8.0	2.0	13.0	5.0	21.0	19.0	1.0	9.0	5.0
YDR205W	30.0	13.0	35.0	12.0	33.0	24.0	8.0	10.0	18.0
YDR201W	1.0	1.0	3.0	NaN	4.0	3.0	NaN	2.0	1.0
YDR202C	2.0	3.0	10.0	2.0	16.0	8.0	3.0	5.0	6.0
YMR036C	10.0	10.0	15.0	8.0	29.0	13.0	8.0	4.0	8.0
YMR037C	10.0	12.0	29.0	8.0	19.0	16.0	1.0	8.0	6.0
YMR038C	26.0	16.0	29.0	4.0	22.0	12.0	5.0	4.0	11.0
YMR039C	8.0	9.0	8.0	7.0	18.0	9.0	NaN	6.0	5.0
YMR040W	10.0	10.0	23.0	6.0	23.0	23.0	11.0	6.0	13.0
YMR041C	7.0	4.0	8.0	3.0	14.0	7.0	3.0	NaN	5.0
YDR421W	36.0	20.0	36.0	13.0	57.0	27.0	10.0	10.0	26.0
YDR422C	31.0	16.0	47.0	16.0	51.0	33.0	11.0	11.0	19.0
YDR419W	16.0	19.0	41.0	15.0	47.0	25.0	9.0	13.0	16.0
YDR420W	37.0	14.0	46.0	13.0	87.0	34.0	26.0	9.0	20.0
YDR416W	10.0	4.0	12.0	4.0	20.0	7.0	5.0	6.0	7.0
YDR418W	2.0	3.0	2.0	6.0	3.0	3.0	NaN	3.0	NaN
YAL058W	24.0	22.0	39.0	15.0	45.0	29.0	8.0	7.0	17.0
YDR415C	14.0	7.0	29.0	7.0	26.0	10.0	7.0	6.0	8.0
YDR411C	23.0	13.0	28.0	4.0	48.0	20.0	15.0	5.0	13.0
YAL061W	68.0	56.0	99.0	41.0	110.0	73.0	58.0	20.0	36.0
YMR163C	7.0	4.0	22.0	6.0	23.0	9.0	7.0	6.0	7.0
YNL247W	5.0	3.0	8.0	7.0	11.0	8.0	1.0	2.0	6.0
YNL246W	6.0	6.0	25.0	5.0	27.0	13.0	10.0	2.0	3.0
YMR047C	15.0	13.0	25.0	16.0	24.0	21.0	8.0	10.0	13.0
YPL056C	33.0	15.0	28.0	5.0	34.0	16.0	24.0	12.0	15.0
YHR142W	17.0	5.0	29.0	9.0	17.0	15.0	13.0	4.0	8.0
YNL253W	14.0	15.0	22.0	8.0	27.0	17.0	11.0	6.0	10.0
YNL252C	3.0	6.0	11.0	3.0	8.0	9.0	4.0	5.0	6.0
YNL255C	4.0	3.0	13.0	2.0	11.0	6.0	3.0	4.0	1.0
YMR046C	15.0	11.0	10.0	9.0	22.0	15.0	9.0	5.0	4.0
YNL249C	8.0	9.0	15.0	5.0	32.0	12.0	8.0	3.0	6.0
YHR139C	11.0	5.0	13.0	3.0	16.0	12.0	6.0	NaN	6.0
YNL251C	18.0	8.0	20.0	9.0	35.0	21.0	8.0	5.0	6.0
YNL250W	29.0	20.0	21.0	20.0	28.0	23.0	8.0	8.0	10.0
YER030W	1.0	1.0	NaN	NaN	NaN	NaN	1.0	NaN	NaN
YER031C	11.0	11.0	8.0	4.0	10.0	8.0	4.0	3.0	5.0
YER028C	16.0	18.0	37.0	12.0	34.0	26.0	20.0	5.0	16.0
YER029C	4.0	2.0	4.0	3.0	5.0	4.0	NaN	2.0	NaN
