	1657_1	1657_2	1728	1734	1736	1740	1744	1747	1751
YIL014W	154.50776401514176	175.5870193305346	93.87501624759896	152.37265999129298	158.7160506367688	147.3578733311721	204.0566461249643	126.81664848961373	134.32348934047167
YIL013C	489.2745860479489	446.94877647772444	281.62504874279693	522.420548541576	438.0562997574819	402.7781871052037	387.70762763743215	405.8132751667639	345.40325830407
YIL011W	103.0051760100945	47.887368908327616	79.43270605566067	21.767522855899	69.83506228017828	68.76700755454698	61.216993837489284	76.08998909376824	57.567209717345
YIL010W	180.25905801766538	159.62456302775874	93.87501624759896	195.90770570309098	133.3214825348858	147.3578733311721	122.43398767497857	126.81664848961373	95.94534952890834
YIL009C-A	206.010352020189	95.77473781665523	129.98079172744474	195.90770570309098	158.7160506367688	147.3578733311721	163.24531689997144	25.363329697922744	172.701629152035
YIL009W	489.2745860479489	478.8736890832762	296.06735893473524	435.35045711797994	380.91852152824515	432.24976177143816	326.4906337999429	710.1732315418369	460.53767773876
YIL008W	25.751294002523625	31.924912605551746	28.884620383876605	43.535045711798	12.697284050941505	9.82385822207814	20.40566461249643	50.72665939584549	57.567209717345
YIL007C	141.63211701387996	207.51193193608634	122.75963663147557	261.210274270788	177.76197671318107	157.18173155325024	102.02832306248214	253.63329697922745	134.32348934047167
YIL006W	309.0155280302835	271.36175714718985	122.75963663147557	217.67522855898997	120.6241984839443	196.4771644415628	183.65098151246787	228.2699672813047	172.701629152035
YLR097C	38.62694100378544	95.77473781665523	93.87501624759896	130.605137135394	126.97284050941505	108.06244044285954	20.40566461249643	25.363329697922744	38.37813981156334
YCL021W-A	64.37823500630907	111.73719411943111	64.99039586372237	43.535045711798	69.83506228017828	78.59086577662512	122.43398767497857	25.363329697922744	NaN
YPL214C	193.1347050189272	207.51193193608634	209.41349778310538	217.67522855898997	152.36740861129806	216.12488088571908	408.1132922499286	152.17997818753648	230.26883886938
YGL075C	77.25388200757088	79.81228151387937	43.326930575814906	65.302568567697	19.045926076412258	49.1192911103907	NaN	25.363329697922744	57.567209717345
YGL073W	231.76164602271265	191.54947563331046	187.75003249519793	152.37265999129298	266.6429650697716	255.42031377403163	122.43398767497857	380.4499454688412	191.89069905781668
YGL071W	141.63211701387996	159.62456302775874	137.2019468234139	217.67522855898997	209.50518684053483	176.8294479974065	40.81132922499286	177.54330788545923	19.18906990578167
